,meant,ndvi,precip,lfairdelta,mint_time,wind_speed_max,mean_tbelow,ea,gdd_cumulative_source,kc,rh_at_mint,time,sunshine_duration,lat,et,gdd,etc,wind_speed_min,long,slp,crop_water_demand,rh_at_maxt,maxt,mint,vpd,max_tdew,wind_speed,prate,swdw,sample_pct,location,precip_hours,wind_direction,gdd_cumulative,min_rh,maxt_time,tdew_at_mint,wind_heading,lfw,cl,device,low_quality,tdew,gdd_source,dli
94,18.2,0.13,12.1,3.0,,,20.4,1.72,,0.02,,2019-06-20T00:00:00Z,5.8,42.123,0.1,,0.0,,-71.8055,100.3,12.1,,20.6,15.6,,,,12.1,5.6,,5d091335809e596340356f84,,,,,,,,0.0,0.38,A000671,,18.4,,7.51
95,17.1,0.21,4.4,3.9,,,19.5,2.26,,0.13,,2019-06-21T00:00:00Z,8.0,42.123,1.0,,0.1,,-71.8055,100.1,4.3,,20.2,13.7,,,,4.4,9.5,,5d091335809e596340356f84,,,,,,,,0.0,0.4,A000671,,16.1,,12.82
96,17.4,0.19,0.2,5.2,,,20.2,1.53,,0.1,,2019-06-22T00:00:00Z,11.9,42.123,4.7,,0.5,,-71.8055,100.9,-0.2,,21.8,13.4,,,,0.2,24.7,,5d091335809e596340356f84,,,,,,,,0.0,0.37,A000671,,10.9,,33.25
97,19.2,0.17,0.0,7.1,,,22.2,1.24,,0.08,,2019-06-23T00:00:00Z,12.2,42.123,5.7,,0.5,,-71.8055,101.2,-0.5,,26.4,13.3,,,,0.0,29.3,,5d091335809e596340356f84,,,,,,,,0.0,0.35,A000671,,11.3,,39.46
98,20.8,0.18,0.0,7.4,,,23.7,1.47,,0.08,,2019-06-24T00:00:00Z,11.8,42.123,5.3,,0.5,,-71.8055,101.1,-0.5,,27.8,14.7,,,,0.0,26.4,,5d091335809e596340356f84,,,,,,,,0.0,0.34,A000671,,13.2,,35.47
99,18.6,0.21,4.3,2.7,,,20.4,1.71,,0.14,,2019-06-25T00:00:00Z,5.7,42.1221,0.3,,0.0,,-71.8055,101.2,4.3,,20.3,15.5,,,,4.3,5.8,,5d091335809e596340356f84,,,,,,,,0.0,0.41,A000671,,17.4,,7.77
100,22.4,0.23,0.0,5.5,,,25.0,2.07,,0.16,,2019-06-26T00:00:00Z,11.8,42.123,4.6,,0.7,,-71.8055,101.6,-0.7,,30.3,16.7,,,,0.0,24.1,,5d091335809e596340356f84,,,,,,,,0.0,0.37,A000671,,18.1,,32.42
101,22.1,0.21,0.0,6.5,,,25.2,2.06,,0.13,,2019-06-27T00:00:00Z,11.5,42.123,5.7,,0.8,,-71.8055,101.9,-0.8,,29.7,16.7,,,,0.0,28.6,,5d091335809e596340356f84,,,,,,,,0.0,0.35,A000671,,16.1,,38.43
102,23.8,0.2,0.0,6.8,,,26.1,1.73,,0.12,,2019-06-28T00:00:00Z,11.9,42.1229,5.9,,0.7,,-71.8055,102.0,-0.7,,30.9,17.6,,,,0.0,28.2,,5d091335809e596340356f84,,,,,,,,0.0,0.33,A000671,,15.1,,37.9
103,23.1,0.21,2.3,2.6,,,24.7,1.78,,0.13,,2019-06-29T00:00:00Z,10.4,42.1229,2.7,,0.3,,-71.8055,101.4,1.9,,27.6,19.8,,,,2.3,15.7,,5d091335809e596340356f84,,,,,,,,0.0,0.34,A000671,,18.4,,21.15
104,18.0,0.25,14.5,4.8,,,20.3,2.25,,0.19,,2019-06-30T00:00:00Z,9.7,42.1229,2.2,,0.4,,-71.8055,100.8,14.1,,21.4,15.2,,,,14.5,14.5,,5d091335809e596340356f84,,,,,,,,0.0,0.37,A000671,,15.7,,19.56
105,20.1,0.25,0.0,5.2,,,22.4,1.67,,0.19,,2019-07-01T00:00:00Z,11.6,42.1229,4.5,,0.9,,-71.8055,101.1,-0.9,,29.0,14.8,,,,0.0,23.8,,5d091335809e596340356f84,,,,,,,,0.0,0.36,A000671,,15.0,,32.04
106,21.0,0.24,0.0,3.2,,,23.5,1.82,,0.17,,2019-07-02T00:00:00Z,11.4,42.123,3.7,,0.6,,-71.8055,100.9,-0.6,,27.2,17.2,,,,0.0,20.9,,5d091335809e596340356f84,,,,,,,,0.0,0.36,A000671,,16.4,,28.06
107,25.4,0.24,0.0,4.3,,,27.1,2.06,,0.18,,2019-07-03T00:00:00Z,12.2,42.1229,5.5,,1.0,,-71.8054,101.1,-1.0,,33.7,18.5,,,,0.0,26.0,,5d091335809e596340356f84,,,,,,,,0.0,0.33,A000671,,16.9,,34.95
108,25.8,0.25,0.0,5.6,,,27.7,1.94,,0.18,,2019-07-04T00:00:00Z,11.8,42.123,5.5,,1.0,,-71.8055,101.8,-1.0,,33.3,18.4,,,,0.0,26.5,,5d091335809e596340356f84,,,,,,,,0.0,0.31,A000671,,18.2,,35.61
109,23.0,0.26,0.0,7.4,,,26.2,2.24,,0.21,,2019-07-05T00:00:00Z,12.2,42.1229,5.2,,1.1,,-71.8055,102.0,-1.1,,29.1,18.8,,,,0.0,28.5,,5d091335809e596340356f84,,,,,,,,0.0,0.34,A000671,,17.6,,38.28
110,23.7,0.28,22.1,5.5,,,26.0,2.94,,0.23,,2019-07-06T00:00:00Z,9.8,42.123,3.7,,0.9,,-71.8055,101.3,21.2,,30.0,19.5,,,,22.1,22.4,,5d091335809e596340356f84,,,,,,,,0.0,0.35,A000671,,21.3,,30.17
111,21.5,0.35,0.0,7.3,,,24.3,2.41,,0.33,,2019-07-07T00:00:00Z,11.7,42.123,5.1,,1.7,,-71.8055,101.3,-1.7,,28.6,17.1,,,,0.0,26.8,,5d091335809e596340356f84,,,,,,,,0.0,0.38,A000671,,16.3,,36.08
112,20.8,0.34,0.0,8.8,,,23.7,1.77,,0.33,,2019-07-08T00:00:00Z,11.8,42.123,5.2,,1.7,,-71.8055,101.5,-1.7,,29.5,15.4,,,,0.0,25.3,,5d091335809e596340356f84,,,,,,,,0.0,0.35,A000671,,12.6,,34.05
113,22.4,0.34,0.0,7.3,,,25.5,1.95,,0.32,,2019-07-09T00:00:00Z,12.1,42.123,6.0,,1.9,,-71.8055,101.6,-1.9,,30.2,16.0,,,,0.0,29.0,,5d091335809e596340356f84,,,,,,,,0.0,0.34,A000671,,14.0,,39.05
114,24.0,0.36,0.0,6.8,,,26.8,1.85,,0.36,,2019-07-10T00:00:00Z,11.9,42.123,5.6,,2.0,,-71.8054,101.7,-2.0,,32.1,17.5,,,,0.0,27.6,,5d091335809e596340356f84,,,,,,,,0.0,0.34,A000671,,16.2,,37.15
115,21.9,0.42,0.4,2.7,,,24.2,2.2,,0.44,,2019-07-11T00:00:00Z,11.2,42.123,2.7,,1.2,,-71.8054,101.4,-0.8,,26.4,17.6,,,,0.4,17.3,,5d091335809e596340356f84,,,,,,,,0.0,0.4,A000671,,19.1,,23.25
116,23.3,0.51,14.7,3.8,,,25.1,2.48,,0.57,,2019-07-12T00:00:00Z,10.7,42.123,4.1,,2.3,,-71.8055,100.7,12.4,,30.7,19.0,,,,14.7,21.1,,5d091335809e596340356f84,,,,,,,,0.0,0.39,A000671,,19.9,,28.35
117,23.5,0.5,0.0,5.7,,,25.7,1.97,,0.56,,2019-07-13T00:00:00Z,12.0,42.123,5.5,,3.1,,-71.8055,101.2,-3.1,,29.7,18.3,,,,0.0,27.3,,5d091335809e596340356f84,,,,,,,,0.0,0.39,A000671,,17.7,,36.77
118,24.0,0.5,0.0,5.5,,,26.0,2.56,,0.56,,2019-07-14T00:00:00Z,12.0,42.123,5.0,,2.8,,-71.8055,101.2,-2.8,,30.5,18.0,,,,0.0,24.8,,5d091335809e596340356f84,,,,,,,,0.0,0.38,A000671,,18.2,,33.34
119,21.1,0.51,0.0,7.4,,,24.4,1.97,,0.57,,2019-07-15T00:00:00Z,12.1,42.1229,5.6,,3.2,,-71.8055,101.7,-3.2,,27.4,16.1,,,,0.0,28.5,,5d091335809e596340356f84,,,,,,,,0.0,0.39,A000671,,14.7,,38.36
120,22.2,0.54,0.0,8.5,,,25.1,1.74,,0.62,,2019-07-16T00:00:00Z,11.2,42.1229,4.6,,2.8,,-71.8055,101.7,-2.8,,28.9,15.8,,,,0.0,23.8,,5d091335809e596340356f84,,,,,,,,0.0,0.41,A000671,,16.6,,32.03
121,23.8,0.59,9.2,4.9,,,25.7,2.72,,0.68,,2019-07-17T00:00:00Z,8.8,42.1229,3.4,,2.3,,-71.8055,101.4,6.9,,30.7,20.9,,,,9.2,19.4,,5d091335809e596340356f84,,,,,,,,0.0,0.41,A000671,,20.8,,26.09
122,19.4,0.65,0.3,3.6,,,21.7,2.98,,0.78,,2019-07-18T00:00:00Z,7.6,42.123,1.2,,0.9,,-71.8055,101.5,-0.6,,22.3,16.3,,,,0.3,9.9,,5d091335809e596340356f84,,,,,,,,0.0,0.47,A000671,,17.9,,13.3
123,23.1,0.64,0.0,5.1,,,25.5,1.69,,0.76,,2019-07-19T00:00:00Z,10.8,42.123,5.0,,3.8,,-71.8055,101.1,-3.8,,29.8,16.0,,,,0.0,25.7,,5d091335809e596340356f84,,,,,,,,0.0,0.42,A000671,,19.5,,34.57
124,27.2,0.66,6.0,4.2,,,28.6,2.9,,0.79,,2019-07-20T00:00:00Z,11.2,42.1229,4.2,,3.3,,-71.8054,100.9,2.7,,32.0,23.5,,,,6.0,22.6,,5d091335809e596340356f84,,,,,,,,0.0,0.41,A000671,,23.8,,30.4
125,26.6,0.71,0.0,3.3,,,27.3,2.84,,0.86,,2019-07-21T00:00:00Z,11.8,42.123,4.7,,4.0,,-71.8055,100.8,-4.0,,34.0,22.4,,,,0.0,22.9,,5d091335809e596340356f84,,,,,,,,0.0,0.45,A000671,,21.4,,30.86
126,21.9,0.72,28.1,1.6,,,23.4,2.26,,0.87,,2019-07-22T00:00:00Z,8.7,42.123,1.8,,1.6,,-71.8055,101.1,26.5,,28.2,16.0,,,,28.1,10.8,,5d091335809e596340356f84,,,,,,,,0.0,0.49,A000671,,18.5,,14.57
127,16.9,0.72,17.0,3.8,,,19.3,1.96,,0.88,,2019-07-23T00:00:00Z,7.1,42.123,1.2,,1.0,,-71.8055,101.1,16.0,,21.3,12.4,,,,17.0,9.6,,5d091335809e596340356f84,,,,,,,,0.0,0.54,A000671,,15.8,,12.96
128,20.4,0.73,0.0,4.8,,,22.7,1.79,,0.9,,2019-07-24T00:00:00Z,11.8,42.123,4.9,,4.4,,-71.8055,101.4,-4.4,,27.0,16.1,,,,0.0,24.0,,5d091335809e596340356f84,,,,,,,,0.0,0.46,A000671,,15.4,,32.32
129,21.6,0.74,0.0,5.8,,,23.8,1.54,,0.91,,2019-07-25T00:00:00Z,11.4,42.123,5.7,,5.2,,-71.8055,101.9,-5.2,,30.5,16.0,,,,0.0,26.1,,5d091335809e596340356f84,,,,,,,,0.0,0.45,A000671,,14.7,,35.08
130,23.0,0.76,0.0,5.1,,,25.0,1.79,,0.93,,2019-07-26T00:00:00Z,11.8,42.123,6.0,,5.5,,-71.8055,102.4,-5.5,,33.1,16.3,,,,0.0,27.1,,5d091335809e596340356f84,,,,,,,,0.0,0.44,A000671,,16.7,,36.46
131,21.1,0.76,0.0,5.6,,,23.5,1.92,,0.94,,2019-07-27T00:00:00Z,11.3,42.123,3.6,,3.4,,-71.8055,102.5,-3.4,,26.5,15.7,,,,0.0,19.6,,5d091335809e596340356f84,,,,,,,,0.0,0.46,A000671,,17.9,,26.35
132,22.9,0.77,0.0,5.0,2019-07-28T03:44:51Z,,25.0,1.83,,0.95,,2019-07-28T00:00:00Z,11.7,42.123,5.3,,5.0,,-71.8055,101.8,-5.0,,29.6,16.7,,,,0.0,26.2,,5d091335809e596340356f84,,,,,2019-07-28T17:21:43Z,,,0.0,0.46,A000671,,18.6,,35.27
133,24.7,0.78,17.0,4.7,2019-07-29T05:18:27Z,,26.2,2.31,,0.96,,2019-07-29T00:00:00Z,10.6,42.123,4.4,,4.2,,-71.8055,101.5,12.8,,30.0,20.6,,,,17.0,22.2,,5d091335809e596340356f84,,,,,2019-07-29T16:45:01Z,,,0.0,0.47,A000671,,20.6,,29.84
134,25.4,0.79,0.0,4.2,2019-07-30T06:12:59Z,,27.0,2.43,,0.98,,2019-07-30T00:00:00Z,11.4,42.123,4.9,,4.8,,-71.8054,101.6,-4.8,,30.8,20.6,,,,0.0,24.2,,5d091335809e596340356f84,,,,,2019-07-30T14:29:04Z,,,0.0,0.44,A000671,,21.4,,32.54
135,22.5,0.8,10.5,4.1,2019-07-31T15:52:39Z,,24.4,2.36,,0.99,,2019-07-31T00:00:00Z,8.0,42.123,3.7,,3.6,,-71.8055,101.7,6.8,,30.8,16.8,,,,10.5,19.5,,5d091335809e596340356f84,,,,,2019-07-31T14:27:27Z,,,0.0,0.47,A000671,,19.8,,26.28
136,22.6,0.8,0.0,4.0,2019-08-01T06:14:53Z,,24.3,2.23,,0.99,,2019-08-01T00:00:00Z,11.5,42.1228,5.4,,5.4,,-71.8054,101.8,-5.4,,29.7,17.6,,,,0.0,24.7,,5d091335809e596340356f84,,,,,2019-08-01T17:51:26Z,,,0.0,0.47,A000671,,16.2,,33.24
137,23.3,0.8,0.0,3.2,2019-08-02T05:13:12Z,,24.8,1.37,,0.99,,2019-08-02T00:00:00Z,11.5,42.123,6.3,,6.3,,-71.8055,102.0,-6.3,,32.3,17.5,,,,0.0,26.4,,5d091335809e596340356f84,,,,,2019-08-02T17:24:54Z,,,0.0,0.46,A000671,,14.2,,35.47
138,21.6,0.8,0.0,3.7,2019-08-03T03:51:33Z,,23.5,1.82,,1.0,,2019-08-03T00:00:00Z,8.9,42.123,3.5,,3.4,,-71.8055,101.7,-3.4,,26.8,17.4,,,,0.0,18.6,,5d091335809e596340356f84,,,,,2019-08-03T15:33:17Z,,,0.0,0.5,A000671,,18.2,,25.0
139,23.6,0.81,0.3,2.8,2019-08-04T06:15:36Z,,24.9,2.29,,1.0,0.92,2019-08-04T00:00:00Z,11.5,42.123,5.0,,5.0,,-71.8055,101.3,-4.6,0.53,31.1,17.7,,,,0.3,22.5,,5d091335809e596340356f84,,,,,2019-08-04T15:06:51Z,,,0.0,0.47,A000671,,17.9,,30.22
140,21.6,0.81,0.0,6.1,2019-08-05T05:24:05Z,,23.6,1.59,,1.0,0.69,2019-08-05T00:00:00Z,11.6,42.123,6.3,,6.3,,-71.8055,101.5,-6.3,0.38,30.7,14.1,,,,0.0,26.2,,5d091335809e596340356f84,,,,,2019-08-05T16:15:38Z,,,0.0,0.48,A000671,,12.2,,35.19
141,21.6,0.8,0.0,1.9,2019-08-06T05:02:28Z,,23.1,1.59,,1.0,0.96,2019-08-06T00:00:00Z,11.3,42.123,3.5,,3.5,,-71.8055,101.3,-3.5,0.61,28.8,14.7,,,,0.0,17.5,,5d091335809e596340356f84,,,,,2019-08-06T16:23:55Z,,,0.0,0.53,A000671,,17.1,,23.47
142,21.3,0.8,42.2,2.8,2019-08-07T02:35:18Z,,23.2,1.98,,0.99,0.96,2019-08-07T00:00:00Z,8.9,42.123,2.2,,2.1,,-71.8055,101.1,40.1,0.76,26.7,16.5,,,,42.2,13.5,,5d091335809e596340356f84,,,,,2019-08-07T15:27:01Z,,,0.0,0.53,A000671,,19.5,,18.09
143,21.7,0.8,1.6,5.3,2019-08-08T01:16:36Z,,24.0,2.13,,1.0,0.98,2019-08-08T00:00:00Z,10.4,42.123,4.2,,4.2,,-71.8055,100.6,-2.6,0.68,27.6,16.5,,,,1.6,21.7,,5d091335809e596340356f84,,,,,2019-08-08T16:44:32Z,,,0.0,0.51,A000671,,18.3,,29.23
144,20.3,0.8,0.0,5.7,2019-08-09T06:07:13Z,,22.9,1.71,,1.0,0.9,2019-08-09T00:00:00Z,11.0,42.123,5.3,,5.3,,-71.8055,100.6,-5.3,0.51,25.1,16.4,,,,0.0,25.5,,5d091335809e596340356f84,,,,,2019-08-09T15:54:09Z,,,0.0,0.5,A000671,,14.7,,34.26
145,17.9,0.79,0.0,6.3,2019-08-10T22:50:07Z,,20.7,1.52,,0.98,0.8,2019-08-10T00:00:00Z,10.4,42.123,4.3,,4.3,,-71.8055,100.9,-4.3,0.56,22.0,14.2,,,,0.0,22.0,,5d091335809e596340356f84,,,,,2019-08-10T14:48:27Z,,,0.0,0.52,A000671,,12.6,,29.58
146,17.4,0.79,0.0,7.1,2019-08-11T06:16:43Z,,20.5,1.37,,0.98,0.91,2019-08-11T00:00:00Z,11.0,42.123,4.6,,4.5,,-71.8055,101.4,-4.5,0.49,24.6,11.2,,,,0.0,23.3,,5d091335809e596340356f84,,,,,2019-08-11T17:08:49Z,,,0.0,0.52,A000671,,12.3,,31.28
147,20.4,0.79,0.0,5.0,2019-08-12T05:31:20Z,,23.0,1.51,,0.98,0.86,2019-08-12T00:00:00Z,11.0,42.123,5.1,,5.0,,-71.8055,101.3,-5.0,0.56,25.9,13.8,,,,0.0,24.4,,5d091335809e596340356f84,,,,,2019-08-12T13:37:54Z,,,0.0,0.5,A000671,,14.8,,32.78
148,21.0,0.77,0.0,2.0,2019-08-13T05:46:08Z,,22.5,2.13,,0.95,0.89,2019-08-13T00:00:00Z,8.9,42.123,1.0,,0.9,,-71.8055,100.9,-0.9,0.84,24.0,18.1,,,,0.0,8.1,,5d091335809e596340356f84,,,,,2019-08-13T16:03:13Z,,,0.0,0.55,A000671,,18.7,,10.94
149,21.2,0.78,0.0,3.9,2019-08-14T23:59:45Z,,23.0,2.53,,0.96,0.89,2019-08-14T00:00:00Z,10.5,42.123,3.2,,3.1,,-71.8055,101.1,-3.1,0.57,29.4,15.5,,,,0.0,16.7,,5d091335809e596340356f84,,,,,2019-08-14T16:43:15Z,,,0.0,0.49,A000671,,17.5,,22.48
150,21.5,0.79,0.0,3.2,2019-08-15T00:29:52Z,,23.4,1.54,,0.98,0.92,2019-08-15T00:00:00Z,11.0,42.123,5.6,,5.5,,-71.8055,101.6,-5.5,0.5,30.4,14.5,,,,0.0,25.5,,5d091335809e596340356f84,,,,,2019-08-15T15:07:49Z,,,0.0,0.47,A000671,,15.8,,34.33
151,21.4,0.78,0.0,5.8,2019-08-16T05:55:48Z,,23.7,1.97,,0.97,0.98,2019-08-16T00:00:00Z,11.1,42.123,5.1,,4.9,,-71.8055,101.8,-4.9,0.53,29.3,15.3,,,,0.0,24.6,,5d091335809e596340356f84,,,,,2019-08-16T17:02:56Z,,,0.08,0.48,A000671,,17.1,,33.01
152,21.9,0.77,1.1,2.5,2019-08-17T05:35:33Z,,23.6,1.84,,0.94,0.96,2019-08-17T00:00:00Z,9.6,42.123,2.0,,1.9,,-71.8055,101.8,-0.8,0.78,27.8,16.4,,,,1.1,12.6,,5d091335809e596340356f84,,,,,2019-08-17T14:52:25Z,,,0.0,0.51,A000671,,19.8,,16.97
153,23.7,0.78,0.0,5.4,2019-08-18T04:30:11Z,,25.7,2.49,,0.96,0.98,2019-08-18T00:00:00Z,10.6,42.123,4.2,,4.0,,-71.8055,101.6,-4.0,0.65,31.0,17.1,,,,0.0,21.7,,5d091335809e596340356f84,,,,,2019-08-18T17:12:42Z,,,0.0,0.48,A000671,,20.7,,29.22
154,23.1,0.78,4.3,4.2,2019-08-19T06:20:21Z,,24.8,2.57,,0.96,0.92,2019-08-19T00:00:00Z,8.2,42.123,3.5,,3.3,,-71.8055,101.5,1.0,0.69,30.4,19.8,,,,4.3,18.9,,5d091335809e596340356f84,,,,,2019-08-19T14:11:54Z,,,0.0,0.48,A000671,,20.6,,25.38
155,23.6,0.79,0.0,4.3,2019-08-20T05:35:07Z,,25.2,2.29,,0.97,0.96,2019-08-20T00:00:00Z,10.9,42.123,5.6,,5.5,,-71.8055,101.8,-5.5,0.42,30.6,17.6,,,,0.0,25.2,,5d091335809e596340356f84,,,,,2019-08-20T17:52:26Z,,,0.0,0.47,A000671,,16.9,,33.9
156,21.7,0.76,7.6,2.4,2019-08-21T23:53:39Z,,23.0,2.14,,0.94,0.95,2019-08-21T00:00:00Z,7.2,42.123,1.2,,1.2,,-71.8055,101.4,6.5,0.8,27.7,18.1,,,,7.6,9.9,,5d091335809e596340356f84,,,,,2019-08-21T11:51:10Z,,,0.0,0.51,A000671,,20.0,,13.36
157,23.3,0.78,0.0,4.9,2019-08-22T01:03:54Z,,24.9,2.11,,0.96,0.96,2019-08-22T00:00:00Z,9.1,42.123,3.9,,3.7,,-71.8055,101.1,-3.7,0.58,31.4,18.6,,,,0.0,20.1,,5d091335809e596340356f84,,,,,2019-08-22T16:01:51Z,,,0.0,0.48,A000671,,20.3,,27.01
158,19.5,0.77,1.0,3.3,2019-08-23T23:53:17Z,,21.5,2.05,,0.94,0.77,2019-08-23T00:00:00Z,8.4,42.123,2.5,,2.3,,-71.8055,101.5,-1.3,0.57,24.4,15.5,,,,1.0,12.9,,5d091335809e596340356f84,,,,,2019-08-23T15:21:32Z,,,0.0,0.53,A000671,,15.0,,17.31
159,17.2,0.78,0.0,6.3,2019-08-24T05:39:28Z,,19.8,1.37,,0.96,0.87,2019-08-24T00:00:00Z,10.2,42.123,4.3,,4.2,,-71.8055,102.2,-4.2,0.5,23.0,11.9,,,,0.0,21.9,,5d091335809e596340356f84,,,,,2019-08-24T13:31:02Z,,,0.0,0.49,A000671,,11.8,,29.41
160,14.9,0.75,0.0,4.1,2019-08-25T23:32:58Z,,17.7,1.44,,0.93,0.88,2019-08-25T00:00:00Z,10.9,42.1229,2.6,,2.4,,-71.8055,102.6,-2.4,0.64,19.6,10.8,,,,0.0,15.4,,5d091335809e596340356f84,,,,,2019-08-25T16:36:32Z,,,0.0,0.57,A000671,,11.8,,20.68
161,15.1,0.77,0.0,7.0,2019-08-26T05:34:14Z,,18.2,1.2,,0.95,0.95,2019-08-26T00:00:00Z,10.9,42.1231,4.3,,4.1,,-71.8055,102.4,-4.1,0.51,24.3,9.1,,,,0.0,22.4,,5d091335809e596340356f84,,,,,2019-08-26T16:36:17Z,,,0.0,0.52,A000671,,10.5,,30.12
162,16.9,0.77,0.0,6.8,2019-08-27T05:23:53Z,,19.7,1.29,,0.94,0.92,2019-08-27T00:00:00Z,10.3,42.123,3.6,,3.4,,-71.8054,101.9,-3.4,0.55,24.4,10.1,,,,0.0,18.0,,5d091335809e596340356f84,,,,,2019-08-27T15:20:43Z,,,0.0,0.5,A000671,,12.3,,24.2
163,18.9,0.76,49.9,4.1,2019-08-28T06:23:40Z,,20.9,1.75,,0.93,0.94,2019-08-28T00:00:00Z,7.2,42.123,1.5,,1.4,,-71.8054,101.4,48.5,0.66,25.2,13.5,,,,49.9,10.3,,5d091335809e596340356f84,,,,,2019-08-28T12:54:52Z,,,0.0,0.5,A000671,,17.1,,13.88
164,20.8,0.78,0.3,4.6,2019-08-29T23:44:14Z,,23.0,2.02,,0.96,0.83,2019-08-29T00:00:00Z,10.3,42.123,4.9,,4.7,,-71.8055,101.1,-4.4,0.51,28.3,16.0,,,,0.3,23.4,,5d091335809e596340356f84,,,,,2019-08-29T16:27:57Z,,,0.0,0.48,A000671,,16.3,,31.41
165,19.6,0.77,0.0,5.4,2019-08-30T03:19:54Z,,21.8,1.55,,0.95,0.9,2019-08-30T00:00:00Z,9.6,42.123,4.2,,4.0,,-71.8055,101.6,-4.0,0.62,27.0,13.6,,,,0.0,21.3,,5d091335809e596340356f84,,,,,2019-08-30T15:11:53Z,,,0.0,0.5,A000671,,15.4,,28.7
166,19.3,0.77,0.0,5.9,2019-08-31T06:44:57Z,,21.5,1.81,,0.95,0.82,2019-08-31T00:00:00Z,10.1,42.123,4.7,,4.4,,-71.8055,102.3,-4.4,0.46,25.3,14.5,,,,0.0,22.2,,5d091335809e596340356f84,,,,,2019-08-31T15:46:31Z,,,0.0,0.49,A000671,,12.6,,29.8
167,17.8,0.75,0.0,4.1,2019-09-01T05:29:17Z,,20.2,1.45,,0.92,0.87,2019-09-01T00:00:00Z,10.3,42.123,3.6,,3.3,,-71.8055,102.7,-3.3,0.52,24.4,11.8,,,,0.0,17.8,,5d091335809e596340356f84,,,,,2019-09-01T14:25:55Z,,,0.0,0.52,A000671,,12.7,,23.88
168,17.2,0.74,14.8,5.6,2019-09-02T05:38:58Z,,19.6,1.57,,0.91,0.97,2019-09-02T00:00:00Z,7.8,42.123,1.3,,1.2,,-71.8055,101.9,13.6,0.72,21.1,13.2,,,,14.8,10.1,,5d091335809e596340356f84,,,,,2019-09-02T13:35:29Z,,,0.0,0.51,A000671,,16.1,,13.61
169,20.1,0.76,0.0,4.3,2019-09-03T06:13:47Z,,22.1,2.07,,0.94,0.97,2019-09-03T00:00:00Z,10.0,42.1229,3.9,,3.7,,-71.8055,101.7,-3.7,0.52,27.5,14.5,,,,0.0,19.7,,5d091335809e596340356f84,,,,,2019-09-03T13:40:05Z,,,0.0,0.48,A000671,,16.2,,26.48
170,19.7,0.74,0.7,3.6,2019-09-04T04:32:47Z,,21.4,1.82,,0.91,0.97,2019-09-04T00:00:00Z,7.9,42.123,2.2,,2.0,,-71.8055,101.1,-1.4,0.79,26.3,15.2,,,,0.7,14.1,,5d091335809e596340356f84,,,,,2019-09-04T15:44:48Z,,,0.0,0.5,A000671,,17.9,,18.89
171,16.9,0.75,0.0,6.5,2019-09-05T06:42:49Z,,19.4,2.0,,0.92,0.91,2019-09-05T00:00:00Z,10.5,42.123,3.8,,3.5,,-71.8055,101.8,-3.5,0.53,24.6,11.2,,,,0.0,19.4,,5d091335809e596340356f84,,,,,2019-09-05T17:44:47Z,,,0.0,0.5,A000671,,11.9,,26.15
172,14.2,0.74,0.0,4.2,2019-09-06T08:02:46Z,,16.8,1.46,,0.9,0.92,2019-09-06T00:00:00Z,7.9,42.123,0.9,,0.8,,-71.8055,101.5,-0.8,0.86,16.9,11.2,,,,0.0,8.1,,5d091335809e596340356f84,,,,,2019-09-06T18:04:45Z,,,0.0,0.56,A000671,,12.7,,10.87
173,14.8,0.74,3.5,4.3,2019-09-07T07:01:04Z,,17.5,1.61,,0.9,0.92,2019-09-07T00:00:00Z,8.6,42.123,2.8,,2.5,,-71.8055,100.8,0.9,0.56,19.7,10.2,,,,3.5,15.7,,5d091335809e596340356f84,,,,,2019-09-07T16:55:46Z,,,0.0,0.54,A000671,,11.0,,21.14
174,15.6,0.73,0.0,5.8,2019-09-08T06:50:14Z,,18.6,1.65,,0.9,0.9,2019-09-08T00:00:00Z,10.3,42.1229,3.1,,2.8,,-71.8055,101.6,-2.8,0.56,20.8,11.0,,,,0.0,17.2,,5d091335809e596340356f84,,,,,2019-09-08T17:42:08Z,,,0.0,0.51,A000671,,11.7,,23.14
175,17.1,0.73,0.0,4.3,2019-09-09T06:34:48Z,,19.8,1.35,,0.89,0.88,2019-09-09T00:00:00Z,9.3,42.1229,3.8,,3.4,,-71.8055,102.5,-3.4,0.44,24.2,11.5,,,,0.0,19.0,,5d091335809e596340356f84,,,,,2019-09-09T14:36:24Z,,,0.0,0.48,A000671,,12.3,,25.51
176,16.4,0.73,0.0,4.0,2019-09-10T05:48:36Z,,18.9,1.6,,0.88,0.98,2019-09-10T00:00:00Z,9.2,42.1229,1.1,,1.0,,-71.8055,102.8,-1.0,0.79,20.8,12.0,,,,0.0,8.9,,5d091335809e596340356f84,,,,,2019-09-10T16:38:58Z,,,0.0,0.53,A000671,,15.0,,11.98
177,21.0,0.73,0.0,5.6,2019-09-11T01:35:30Z,,23.1,2.21,,0.89,0.94,2019-09-11T00:00:00Z,8.7,42.1232,2.7,,2.4,,-71.8059,102.0,-2.4,0.74,28.2,15.8,,,,0.0,15.9,,5d091335809e596340356f84,,,,,2019-09-11T16:23:01Z,,,0.0,0.49,A000671,,18.9,,21.36
